taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,reservedFor
498,NoCharger,1000000,FlatFee,0.0,Commercial,
499,NoCharger,1000000,FlatFee,0.0,Commercial,
500,NoCharger,1000000,FlatFee,0.0,Commercial,
501,NoCharger,1000000,FlatFee,0.0,Commercial,
502,NoCharger,1000000,FlatFee,0.0,Commercial,
503,NoCharger,1000000,FlatFee,0.0,Commercial,
504,NoCharger,1000000,FlatFee,0.0,Commercial,
505,NoCharger,1000000,FlatFee,0.0,Commercial,
506,NoCharger,1000000,FlatFee,0.0,Commercial,
507,NoCharger,1000000,FlatFee,0.0,Commercial,
508,NoCharger,1000000,FlatFee,0.0,Commercial,
509,NoCharger,1000000,FlatFee,0.0,Commercial,
510,NoCharger,1000000,FlatFee,0.0,Commercial,
511,NoCharger,1000000,FlatFee,0.0,Commercial,
512,NoCharger,1000000,FlatFee,0.0,Commercial,
513,NoCharger,1000000,FlatFee,0.0,Commercial,
514,NoCharger,1000000,FlatFee,0.0,Commercial,
515,NoCharger,1000000,FlatFee,0.0,Commercial,
516,NoCharger,1000000,FlatFee,0.0,Commercial,
517,NoCharger,1000000,FlatFee,0.0,Commercial,
518,NoCharger,1000000,FlatFee,0.0,Commercial,
519,NoCharger,1000000,FlatFee,0.0,Commercial,
520,NoCharger,1000000,FlatFee,0.0,Commercial,
521,NoCharger,1000000,FlatFee,0.0,Commercial,
522,NoCharger,1000000,FlatFee,0.0,Commercial,
523,NoCharger,1000000,FlatFee,0.0,Commercial,
524,NoCharger,1000000,FlatFee,0.0,Commercial,
525,NoCharger,1000000,FlatFee,0.0,Commercial,
526,NoCharger,1000000,FlatFee,0.0,Commercial,
527,NoCharger,1000000,FlatFee,0.0,Commercial,
528,NoCharger,1000000,FlatFee,0.0,Commercial,
529,NoCharger,1000000,FlatFee,0.0,Commercial,
530,NoCharger,1000000,FlatFee,0.0,Commercial,
531,NoCharger,1000000,FlatFee,0.0,Commercial,
532,NoCharger,1000000,FlatFee,0.0,Commercial,
533,NoCharger,1000000,FlatFee,0.0,Commercial,
534,NoCharger,1000000,FlatFee,0.0,Commercial,
535,NoCharger,1000000,FlatFee,0.0,Commercial,
536,NoCharger,1000000,FlatFee,0.0,Commercial,
537,NoCharger,1000000,FlatFee,0.0,Commercial,
538,NoCharger,1000000,FlatFee,0.0,Commercial,
539,NoCharger,1000000,FlatFee,0.0,Commercial,
540,NoCharger,1000000,FlatFee,0.0,Commercial,
541,NoCharger,1000000,FlatFee,0.0,Commercial,
542,NoCharger,1000000,FlatFee,0.0,Commercial,
543,NoCharger,1000000,FlatFee,0.0,Commercial,
544,NoCharger,1000000,FlatFee,0.0,Commercial,
545,NoCharger,1000000,FlatFee,0.0,Commercial,
546,NoCharger,1000000,FlatFee,0.0,Commercial,
547,NoCharger,1000000,FlatFee,0.0,Commercial,
548,NoCharger,1000000,FlatFee,0.0,Commercial,
549,NoCharger,1000000,FlatFee,0.0,Commercial,
550,NoCharger,1000000,FlatFee,0.0,Commercial,
551,NoCharger,1000000,FlatFee,0.0,Commercial,
552,NoCharger,1000000,FlatFee,0.0,Commercial,
553,NoCharger,1000000,FlatFee,0.0,Commercial,
554,NoCharger,1000000,FlatFee,0.0,Commercial,
555,NoCharger,1000000,FlatFee,0.0,Commercial,
556,NoCharger,1000000,FlatFee,0.0,Commercial,
557,NoCharger,1000000,FlatFee,0.0,Commercial,
558,NoCharger,1000000,FlatFee,0.0,Commercial,
559,NoCharger,1000000,FlatFee,0.0,Commercial,
560,NoCharger,1000000,FlatFee,0.0,Commercial,
561,NoCharger,1000000,FlatFee,0.0,Commercial,
562,NoCharger,1000000,FlatFee,0.0,Commercial,
563,NoCharger,1000000,FlatFee,0.0,Commercial,
564,NoCharger,1000000,FlatFee,0.0,Commercial,
565,NoCharger,1000000,FlatFee,0.0,Commercial,
566,NoCharger,1000000,FlatFee,0.0,Commercial,
567,NoCharger,1000000,FlatFee,0.0,Commercial,
568,NoCharger,1000000,FlatFee,0.0,Commercial,
569,NoCharger,1000000,FlatFee,0.0,Commercial,
570,NoCharger,1000000,FlatFee,0.0,Commercial,
571,NoCharger,1000000,FlatFee,0.0,Commercial,
572,NoCharger,1000000,FlatFee,0.0,Commercial,
573,NoCharger,1000000,FlatFee,0.0,Commercial,
574,NoCharger,1000000,FlatFee,0.0,Commercial,
575,NoCharger,1000000,FlatFee,0.0,Commercial,
576,NoCharger,1000000,FlatFee,0.0,Commercial,
577,NoCharger,1000000,FlatFee,0.0,Commercial,
578,NoCharger,1000000,FlatFee,0.0,Commercial,
579,NoCharger,1000000,FlatFee,0.0,Commercial,
580,NoCharger,1000000,FlatFee,0.0,Commercial,
581,NoCharger,1000000,FlatFee,0.0,Commercial,
582,NoCharger,1000000,FlatFee,0.0,Commercial,
583,NoCharger,1000000,FlatFee,0.0,Commercial,
584,NoCharger,1000000,FlatFee,0.0,Commercial,
585,NoCharger,1000000,FlatFee,0.0,Commercial,
586,NoCharger,1000000,FlatFee,0.0,Commercial,
587,NoCharger,1000000,FlatFee,0.0,Commercial,
588,NoCharger,1000000,FlatFee,0.0,Commercial,
589,NoCharger,1000000,FlatFee,0.0,Commercial,
590,NoCharger,1000000,FlatFee,0.0,Commercial,
591,NoCharger,1000000,FlatFee,0.0,Commercial,
592,NoCharger,1000000,FlatFee,0.0,Commercial,
593,NoCharger,1000000,FlatFee,0.0,Commercial,
594,NoCharger,1000000,FlatFee,0.0,Commercial,
595,NoCharger,1000000,FlatFee,0.0,Commercial,
596,NoCharger,1000000,FlatFee,0.0,Commercial,
597,NoCharger,1000000,FlatFee,0.0,Commercial,
598,NoCharger,1000000,FlatFee,0.0,Commercial,
599,NoCharger,1000000,FlatFee,0.0,Commercial,
600,NoCharger,1000000,FlatFee,0.0,Commercial,
601,NoCharger,1000000,FlatFee,0.0,Commercial,
602,NoCharger,1000000,FlatFee,0.0,Commercial,
603,NoCharger,1000000,FlatFee,0.0,Commercial,
604,NoCharger,1000000,FlatFee,0.0,Commercial,
605,NoCharger,1000000,FlatFee,0.0,Commercial,
606,NoCharger,1000000,FlatFee,0.0,Commercial,
607,NoCharger,1000000,FlatFee,0.0,Commercial,
608,NoCharger,1000000,FlatFee,0.0,Commercial,
609,NoCharger,1000000,FlatFee,0.0,Commercial,
610,NoCharger,1000000,FlatFee,0.0,Commercial,
611,NoCharger,1000000,FlatFee,0.0,Commercial,
612,NoCharger,1000000,FlatFee,0.0,Commercial,
613,NoCharger,1000000,FlatFee,0.0,Commercial,
614,NoCharger,1000000,FlatFee,0.0,Commercial,
615,NoCharger,1000000,FlatFee,0.0,Commercial,
616,NoCharger,1000000,FlatFee,0.0,Commercial,
617,NoCharger,1000000,FlatFee,0.0,Commercial,
618,NoCharger,1000000,FlatFee,0.0,Commercial,
619,NoCharger,1000000,FlatFee,0.0,Commercial,
620,NoCharger,1000000,FlatFee,0.0,Commercial,
621,NoCharger,1000000,FlatFee,0.0,Commercial,
622,NoCharger,1000000,FlatFee,0.0,Commercial,
623,NoCharger,1000000,FlatFee,0.0,Commercial,
624,NoCharger,1000000,FlatFee,0.0,Commercial,
625,NoCharger,1000000,FlatFee,0.0,Commercial,
626,NoCharger,1000000,FlatFee,0.0,Commercial,
627,NoCharger,1000000,FlatFee,0.0,Commercial,
628,NoCharger,1000000,FlatFee,0.0,Commercial,
629,NoCharger,1000000,FlatFee,0.0,Commercial,
630,NoCharger,1000000,FlatFee,0.0,Commercial,
631,NoCharger,1000000,FlatFee,0.0,Commercial,
632,NoCharger,1000000,FlatFee,0.0,Commercial,
633,NoCharger,1000000,FlatFee,0.0,Commercial,
634,NoCharger,1000000,FlatFee,0.0,Commercial,
635,NoCharger,1000000,FlatFee,0.0,Commercial,
636,NoCharger,1000000,FlatFee,0.0,Commercial,
637,NoCharger,1000000,FlatFee,0.0,Commercial,
638,NoCharger,1000000,FlatFee,0.0,Commercial,
639,NoCharger,1000000,FlatFee,0.0,Commercial,
640,NoCharger,1000000,FlatFee,0.0,Commercial,
641,NoCharger,1000000,FlatFee,0.0,Commercial,
642,NoCharger,1000000,FlatFee,0.0,Commercial,
643,NoCharger,1000000,FlatFee,0.0,Commercial,
644,NoCharger,1000000,FlatFee,0.0,Commercial,
645,NoCharger,1000000,FlatFee,0.0,Commercial,
646,NoCharger,1000000,FlatFee,0.0,Commercial,
647,NoCharger,1000000,FlatFee,0.0,Commercial,
648,NoCharger,1000000,FlatFee,0.0,Commercial,
649,NoCharger,1000000,FlatFee,0.0,Commercial,
650,NoCharger,1000000,FlatFee,0.0,Commercial,
651,NoCharger,1000000,FlatFee,0.0,Commercial,
652,NoCharger,1000000,FlatFee,0.0,Commercial,
653,NoCharger,1000000,FlatFee,0.0,Commercial,
654,NoCharger,1000000,FlatFee,0.0,Commercial,
655,NoCharger,1000000,FlatFee,0.0,Commercial,
656,NoCharger,1000000,FlatFee,0.0,Commercial,
657,NoCharger,1000000,FlatFee,0.0,Commercial,
658,NoCharger,1000000,FlatFee,0.0,Commercial,
659,NoCharger,1000000,FlatFee,0.0,Commercial,
660,NoCharger,1000000,FlatFee,0.0,Commercial,
661,NoCharger,1000000,FlatFee,0.0,Commercial,
662,NoCharger,1000000,FlatFee,0.0,Commercial,
663,NoCharger,1000000,FlatFee,0.0,Commercial,
664,NoCharger,1000000,FlatFee,0.0,Commercial,
665,NoCharger,1000000,FlatFee,0.0,Commercial,
666,NoCharger,1000000,FlatFee,0.0,Commercial,
667,NoCharger,1000000,FlatFee,0.0,Commercial,
668,NoCharger,1000000,FlatFee,0.0,Commercial,
669,NoCharger,1000000,FlatFee,0.0,Commercial,
670,NoCharger,1000000,FlatFee,0.0,Commercial,
671,NoCharger,1000000,FlatFee,0.0,Commercial,
672,NoCharger,1000000,FlatFee,0.0,Commercial,
673,NoCharger,1000000,FlatFee,0.0,Commercial,
674,NoCharger,1000000,FlatFee,0.0,Commercial,
675,NoCharger,1000000,FlatFee,0.0,Commercial,
676,NoCharger,1000000,FlatFee,0.0,Commercial,
677,NoCharger,1000000,FlatFee,0.0,Commercial,
678,NoCharger,1000000,FlatFee,0.0,Commercial,
679,NoCharger,1000000,FlatFee,0.0,Commercial,
680,NoCharger,1000000,FlatFee,0.0,Commercial,
681,NoCharger,1000000,FlatFee,0.0,Commercial,
682,NoCharger,1000000,FlatFee,0.0,Commercial,
683,NoCharger,1000000,FlatFee,0.0,Commercial,
684,NoCharger,1000000,FlatFee,0.0,Commercial,
685,NoCharger,1000000,FlatFee,0.0,Commercial,
686,NoCharger,1000000,FlatFee,0.0,Commercial,
687,NoCharger,1000000,FlatFee,0.0,Commercial,
688,NoCharger,1000000,FlatFee,0.0,Commercial,
689,NoCharger,1000000,FlatFee,0.0,Commercial,
690,NoCharger,1000000,FlatFee,0.0,Commercial,
691,NoCharger,1000000,FlatFee,0.0,Commercial,
692,NoCharger,1000000,FlatFee,0.0,Commercial,
693,NoCharger,1000000,FlatFee,0.0,Commercial,
694,NoCharger,1000000,FlatFee,0.0,Commercial,
695,NoCharger,1000000,FlatFee,0.0,Commercial,
696,NoCharger,1000000,FlatFee,0.0,Commercial,
697,NoCharger,1000000,FlatFee,0.0,Commercial,
698,NoCharger,1000000,FlatFee,0.0,Commercial,
699,NoCharger,1000000,FlatFee,0.0,Commercial,
700,NoCharger,1000000,FlatFee,0.0,Commercial,
701,NoCharger,1000000,FlatFee,0.0,Commercial,
702,NoCharger,1000000,FlatFee,0.0,Commercial,
703,NoCharger,1000000,FlatFee,0.0,Commercial,
704,NoCharger,1000000,FlatFee,0.0,Commercial,
705,NoCharger,1000000,FlatFee,0.0,Commercial,
706,NoCharger,1000000,FlatFee,0.0,Commercial,
707,NoCharger,1000000,FlatFee,0.0,Commercial,
708,NoCharger,1000000,FlatFee,0.0,Commercial,
709,NoCharger,1000000,FlatFee,0.0,Commercial,
710,NoCharger,1000000,FlatFee,0.0,Commercial,
711,NoCharger,1000000,FlatFee,0.0,Commercial,
712,NoCharger,1000000,FlatFee,0.0,Commercial,
713,NoCharger,1000000,FlatFee,0.0,Commercial,
714,NoCharger,1000000,FlatFee,0.0,Commercial,
715,NoCharger,1000000,FlatFee,0.0,Commercial,
716,NoCharger,1000000,FlatFee,0.0,Commercial,
717,NoCharger,1000000,FlatFee,0.0,Commercial,
718,NoCharger,1000000,FlatFee,0.0,Commercial,
719,NoCharger,1000000,FlatFee,0.0,Commercial,
720,NoCharger,1000000,FlatFee,0.0,Commercial,
721,NoCharger,1000000,FlatFee,0.0,Commercial,
722,NoCharger,1000000,FlatFee,0.0,Commercial,
723,NoCharger,1000000,FlatFee,0.0,Commercial,
724,NoCharger,1000000,FlatFee,0.0,Commercial,
725,NoCharger,1000000,FlatFee,0.0,Commercial,
726,NoCharger,1000000,FlatFee,0.0,Commercial,
727,NoCharger,1000000,FlatFee,0.0,Commercial,
728,NoCharger,1000000,FlatFee,0.0,Commercial,
729,NoCharger,1000000,FlatFee,0.0,Commercial,
730,NoCharger,1000000,FlatFee,0.0,Commercial,
731,NoCharger,1000000,FlatFee,0.0,Commercial,
732,NoCharger,1000000,FlatFee,0.0,Commercial,
733,NoCharger,1000000,FlatFee,0.0,Commercial,
734,NoCharger,1000000,FlatFee,0.0,Commercial,
735,NoCharger,1000000,FlatFee,0.0,Commercial,
736,NoCharger,1000000,FlatFee,0.0,Commercial,
737,NoCharger,1000000,FlatFee,0.0,Commercial,
738,NoCharger,1000000,FlatFee,0.0,Commercial,
739,NoCharger,1000000,FlatFee,0.0,Commercial,
740,NoCharger,1000000,FlatFee,0.0,Commercial,
741,NoCharger,1000000,FlatFee,0.0,Commercial,
742,NoCharger,1000000,FlatFee,0.0,Commercial,
743,NoCharger,1000000,FlatFee,0.0,Commercial,
744,NoCharger,1000000,FlatFee,0.0,Commercial,
745,NoCharger,1000000,FlatFee,0.0,Commercial,
746,NoCharger,1000000,FlatFee,0.0,Commercial,
747,NoCharger,1000000,FlatFee,0.0,Commercial,
748,NoCharger,1000000,FlatFee,0.0,Commercial,
749,NoCharger,1000000,FlatFee,0.0,Commercial,
750,NoCharger,1000000,FlatFee,0.0,Commercial,
751,NoCharger,1000000,FlatFee,0.0,Commercial,
752,NoCharger,1000000,FlatFee,0.0,Commercial,
753,NoCharger,1000000,FlatFee,0.0,Commercial,
754,NoCharger,1000000,FlatFee,0.0,Commercial,
755,NoCharger,1000000,FlatFee,0.0,Commercial,
756,NoCharger,1000000,FlatFee,0.0,Commercial,
757,NoCharger,1000000,FlatFee,0.0,Commercial,
758,NoCharger,1000000,FlatFee,0.0,Commercial,
759,NoCharger,1000000,FlatFee,0.0,Commercial,
760,NoCharger,1000000,FlatFee,0.0,Commercial,
761,NoCharger,1000000,FlatFee,0.0,Commercial,
762,NoCharger,1000000,FlatFee,0.0,Commercial,
763,NoCharger,1000000,FlatFee,0.0,Commercial,
764,NoCharger,1000000,FlatFee,0.0,Commercial,
765,NoCharger,1000000,FlatFee,0.0,Commercial,
766,NoCharger,1000000,FlatFee,0.0,Commercial,
767,NoCharger,1000000,FlatFee,0.0,Commercial,
768,NoCharger,1000000,FlatFee,0.0,Commercial,
769,NoCharger,1000000,FlatFee,0.0,Commercial,
770,NoCharger,1000000,FlatFee,0.0,Commercial,
771,NoCharger,1000000,FlatFee,0.0,Commercial,
772,NoCharger,1000000,FlatFee,0.0,Commercial,
773,NoCharger,1000000,FlatFee,0.0,Commercial,
774,NoCharger,1000000,FlatFee,0.0,Commercial,
775,NoCharger,1000000,FlatFee,0.0,Commercial,
776,NoCharger,1000000,FlatFee,0.0,Commercial,
777,NoCharger,1000000,FlatFee,0.0,Commercial,
778,NoCharger,1000000,FlatFee,0.0,Commercial,
779,NoCharger,1000000,FlatFee,0.0,Commercial,
780,NoCharger,1000000,FlatFee,0.0,Commercial,
781,NoCharger,1000000,FlatFee,0.0,Commercial,
782,NoCharger,1000000,FlatFee,0.0,Commercial,
783,NoCharger,1000000,FlatFee,0.0,Commercial,
784,NoCharger,1000000,FlatFee,0.0,Commercial,
785,NoCharger,1000000,FlatFee,0.0,Commercial,
786,NoCharger,1000000,FlatFee,0.0,Commercial,
787,NoCharger,1000000,FlatFee,0.0,Commercial,
788,NoCharger,1000000,FlatFee,0.0,Commercial,
789,NoCharger,1000000,FlatFee,0.0,Commercial,
790,NoCharger,1000000,FlatFee,0.0,Commercial,
791,NoCharger,1000000,FlatFee,0.0,Commercial,
792,NoCharger,1000000,FlatFee,0.0,Commercial,
793,NoCharger,1000000,FlatFee,0.0,Commercial,
794,NoCharger,1000000,FlatFee,0.0,Commercial,
795,NoCharger,1000000,FlatFee,0.0,Commercial,
796,NoCharger,1000000,FlatFee,0.0,Commercial,
797,NoCharger,1000000,FlatFee,0.0,Commercial,
798,NoCharger,1000000,FlatFee,0.0,Commercial,
799,NoCharger,1000000,FlatFee,0.0,Commercial,
800,NoCharger,1000000,FlatFee,0.0,Commercial,
801,NoCharger,1000000,FlatFee,0.0,Commercial,
802,NoCharger,1000000,FlatFee,0.0,Commercial,
803,NoCharger,1000000,FlatFee,0.0,Commercial,
804,NoCharger,1000000,FlatFee,0.0,Commercial,
805,NoCharger,1000000,FlatFee,0.0,Commercial,
806,NoCharger,1000000,FlatFee,0.0,Commercial,
807,NoCharger,1000000,FlatFee,0.0,Commercial,
808,NoCharger,1000000,FlatFee,0.0,Commercial,
809,NoCharger,1000000,FlatFee,0.0,Commercial,
810,NoCharger,1000000,FlatFee,0.0,Commercial,
811,NoCharger,1000000,FlatFee,0.0,Commercial,
812,NoCharger,1000000,FlatFee,0.0,Commercial,
813,NoCharger,1000000,FlatFee,0.0,Commercial,
814,NoCharger,1000000,FlatFee,0.0,Commercial,
815,NoCharger,1000000,FlatFee,0.0,Commercial,
816,NoCharger,1000000,FlatFee,0.0,Commercial,
817,NoCharger,1000000,FlatFee,0.0,Commercial,
818,NoCharger,1000000,FlatFee,0.0,Commercial,
819,NoCharger,1000000,FlatFee,0.0,Commercial,
820,NoCharger,1000000,FlatFee,0.0,Commercial,
821,NoCharger,1000000,FlatFee,0.0,Commercial,
822,NoCharger,1000000,FlatFee,0.0,Commercial,
823,NoCharger,1000000,FlatFee,0.0,Commercial,
824,NoCharger,1000000,FlatFee,0.0,Commercial,
825,NoCharger,1000000,FlatFee,0.0,Commercial,
826,NoCharger,1000000,FlatFee,0.0,Commercial,
827,NoCharger,1000000,FlatFee,0.0,Commercial,
828,NoCharger,1000000,FlatFee,0.0,Commercial,
829,NoCharger,1000000,FlatFee,0.0,Commercial,
830,NoCharger,1000000,FlatFee,0.0,Commercial,
831,NoCharger,1000000,FlatFee,0.0,Commercial,
832,NoCharger,1000000,FlatFee,0.0,Commercial,
833,NoCharger,1000000,FlatFee,0.0,Commercial,
834,NoCharger,1000000,FlatFee,0.0,Commercial,
835,NoCharger,1000000,FlatFee,0.0,Commercial,
836,NoCharger,1000000,FlatFee,0.0,Commercial,
837,NoCharger,1000000,FlatFee,0.0,Commercial,
838,NoCharger,1000000,FlatFee,0.0,Commercial,
839,NoCharger,1000000,FlatFee,0.0,Commercial,
840,NoCharger,1000000,FlatFee,0.0,Commercial,
841,NoCharger,1000000,FlatFee,0.0,Commercial,
842,NoCharger,1000000,FlatFee,0.0,Commercial,
843,NoCharger,1000000,FlatFee,0.0,Commercial,
844,NoCharger,1000000,FlatFee,0.0,Commercial,
845,NoCharger,1000000,FlatFee,0.0,Commercial,
846,NoCharger,1000000,FlatFee,0.0,Commercial,
847,NoCharger,1000000,FlatFee,0.0,Commercial,
848,NoCharger,1000000,FlatFee,0.0,Commercial,
849,NoCharger,1000000,FlatFee,0.0,Commercial,
850,NoCharger,1000000,FlatFee,0.0,Commercial,
851,NoCharger,1000000,FlatFee,0.0,Commercial,
852,NoCharger,1000000,FlatFee,0.0,Commercial,
853,NoCharger,1000000,FlatFee,0.0,Commercial,
854,NoCharger,1000000,FlatFee,0.0,Commercial,
855,NoCharger,1000000,FlatFee,0.0,Commercial,
856,NoCharger,1000000,FlatFee,0.0,Commercial,
857,NoCharger,1000000,FlatFee,0.0,Commercial,
858,NoCharger,1000000,FlatFee,0.0,Commercial,
859,NoCharger,1000000,FlatFee,0.0,Commercial,
860,NoCharger,1000000,FlatFee,0.0,Commercial,
861,NoCharger,1000000,FlatFee,0.0,Commercial,
862,NoCharger,1000000,FlatFee,0.0,Commercial,
863,NoCharger,1000000,FlatFee,0.0,Commercial,
864,NoCharger,1000000,FlatFee,0.0,Commercial,
865,NoCharger,1000000,FlatFee,0.0,Commercial,
866,NoCharger,1000000,FlatFee,0.0,Commercial,
867,NoCharger,1000000,FlatFee,0.0,Commercial,
868,NoCharger,1000000,FlatFee,0.0,Commercial,
869,NoCharger,1000000,FlatFee,0.0,Commercial,
870,NoCharger,1000000,FlatFee,0.0,Commercial,
871,NoCharger,1000000,FlatFee,0.0,Commercial,
872,NoCharger,1000000,FlatFee,0.0,Commercial,
873,NoCharger,1000000,FlatFee,0.0,Commercial,
874,NoCharger,1000000,FlatFee,0.0,Commercial,
875,NoCharger,1000000,FlatFee,0.0,Commercial,
876,NoCharger,1000000,FlatFee,0.0,Commercial,
877,NoCharger,1000000,FlatFee,0.0,Commercial,
878,NoCharger,1000000,FlatFee,0.0,Commercial,
879,NoCharger,1000000,FlatFee,0.0,Commercial,
880,NoCharger,1000000,FlatFee,0.0,Commercial,
881,NoCharger,1000000,FlatFee,0.0,Commercial,
882,NoCharger,1000000,FlatFee,0.0,Commercial,
883,NoCharger,1000000,FlatFee,0.0,Commercial,
884,NoCharger,1000000,FlatFee,0.0,Commercial,
885,NoCharger,1000000,FlatFee,0.0,Commercial,
886,NoCharger,1000000,FlatFee,0.0,Commercial,
887,NoCharger,1000000,FlatFee,0.0,Commercial,
888,NoCharger,1000000,FlatFee,0.0,Commercial,
889,NoCharger,1000000,FlatFee,0.0,Commercial,
890,NoCharger,1000000,FlatFee,0.0,Commercial,
891,NoCharger,1000000,FlatFee,0.0,Commercial,
892,NoCharger,1000000,FlatFee,0.0,Commercial,
893,NoCharger,1000000,FlatFee,0.0,Commercial,
894,NoCharger,1000000,FlatFee,0.0,Commercial,
895,NoCharger,1000000,FlatFee,0.0,Commercial,
896,NoCharger,1000000,FlatFee,0.0,Commercial,
897,NoCharger,1000000,FlatFee,0.0,Commercial,
898,NoCharger,1000000,FlatFee,0.0,Commercial,
899,NoCharger,1000000,FlatFee,0.0,Commercial,
900,NoCharger,1000000,FlatFee,0.0,Commercial,
901,NoCharger,1000000,FlatFee,0.0,Commercial,
902,NoCharger,1000000,FlatFee,0.0,Commercial,
903,NoCharger,1000000,FlatFee,0.0,Commercial,
904,NoCharger,1000000,FlatFee,0.0,Commercial,
905,NoCharger,1000000,FlatFee,0.0,Commercial,
906,NoCharger,1000000,FlatFee,0.0,Commercial,
907,NoCharger,1000000,FlatFee,0.0,Commercial,
908,NoCharger,1000000,FlatFee,0.0,Commercial,
909,NoCharger,1000000,FlatFee,0.0,Commercial,
910,NoCharger,1000000,FlatFee,0.0,Commercial,
911,NoCharger,1000000,FlatFee,0.0,Commercial,
912,NoCharger,1000000,FlatFee,0.0,Commercial,
913,NoCharger,1000000,FlatFee,0.0,Commercial,
914,NoCharger,1000000,FlatFee,0.0,Commercial,
915,NoCharger,1000000,FlatFee,0.0,Commercial,
916,NoCharger,1000000,FlatFee,0.0,Commercial,
917,NoCharger,1000000,FlatFee,0.0,Commercial,
918,NoCharger,1000000,FlatFee,0.0,Commercial,
919,NoCharger,1000000,FlatFee,0.0,Commercial,
920,NoCharger,1000000,FlatFee,0.0,Commercial,
921,NoCharger,1000000,FlatFee,0.0,Commercial,
922,NoCharger,1000000,FlatFee,0.0,Commercial,
923,NoCharger,1000000,FlatFee,0.0,Commercial,
924,NoCharger,1000000,FlatFee,0.0,Commercial,
925,NoCharger,1000000,FlatFee,0.0,Commercial,
926,NoCharger,1000000,FlatFee,0.0,Commercial,
927,NoCharger,1000000,FlatFee,0.0,Commercial,
928,NoCharger,1000000,FlatFee,0.0,Commercial,
929,NoCharger,1000000,FlatFee,0.0,Commercial,
930,NoCharger,1000000,FlatFee,0.0,Commercial,
931,NoCharger,1000000,FlatFee,0.0,Commercial,
932,NoCharger,1000000,FlatFee,0.0,Commercial,
933,NoCharger,1000000,FlatFee,0.0,Commercial,
934,NoCharger,1000000,FlatFee,0.0,Commercial,
935,NoCharger,1000000,FlatFee,0.0,Commercial,
936,NoCharger,1000000,FlatFee,0.0,Commercial,
937,NoCharger,1000000,FlatFee,0.0,Commercial,
938,NoCharger,1000000,FlatFee,0.0,Commercial,
939,NoCharger,1000000,FlatFee,0.0,Commercial,
940,NoCharger,1000000,FlatFee,0.0,Commercial,
941,NoCharger,1000000,FlatFee,0.0,Commercial,
942,NoCharger,1000000,FlatFee,0.0,Commercial,
943,NoCharger,1000000,FlatFee,0.0,Commercial,
944,NoCharger,1000000,FlatFee,0.0,Commercial,
945,NoCharger,1000000,FlatFee,0.0,Commercial,
946,NoCharger,1000000,FlatFee,0.0,Commercial,
947,NoCharger,1000000,FlatFee,0.0,Commercial,
948,NoCharger,1000000,FlatFee,0.0,Commercial,
949,NoCharger,1000000,FlatFee,0.0,Commercial,
950,NoCharger,1000000,FlatFee,0.0,Commercial,
951,NoCharger,1000000,FlatFee,0.0,Commercial,
952,NoCharger,1000000,FlatFee,0.0,Commercial,
953,NoCharger,1000000,FlatFee,0.0,Commercial,
954,NoCharger,1000000,FlatFee,0.0,Commercial,
955,NoCharger,1000000,FlatFee,0.0,Commercial,
956,NoCharger,1000000,FlatFee,0.0,Commercial,
957,NoCharger,1000000,FlatFee,0.0,Commercial,
958,NoCharger,1000000,FlatFee,0.0,Commercial,
959,NoCharger,1000000,FlatFee,0.0,Commercial,
960,NoCharger,1000000,FlatFee,0.0,Commercial,
961,NoCharger,1000000,FlatFee,0.0,Commercial,
962,NoCharger,1000000,FlatFee,0.0,Commercial,
963,NoCharger,1000000,FlatFee,0.0,Commercial,
964,NoCharger,1000000,FlatFee,0.0,Commercial,
965,NoCharger,1000000,FlatFee,0.0,Commercial,
966,NoCharger,1000000,FlatFee,0.0,Commercial,
967,NoCharger,1000000,FlatFee,0.0,Commercial,
968,NoCharger,1000000,FlatFee,0.0,Commercial,
969,NoCharger,1000000,FlatFee,0.0,Commercial,
970,NoCharger,1000000,FlatFee,0.0,Commercial,
971,NoCharger,1000000,FlatFee,0.0,Commercial,
972,NoCharger,1000000,FlatFee,0.0,Commercial,
973,NoCharger,1000000,FlatFee,0.0,Commercial,
974,NoCharger,1000000,FlatFee,0.0,Commercial,
975,NoCharger,1000000,FlatFee,0.0,Commercial,
976,NoCharger,1000000,FlatFee,0.0,Commercial,
977,NoCharger,1000000,FlatFee,0.0,Commercial,
978,NoCharger,1000000,FlatFee,0.0,Commercial,
979,NoCharger,1000000,FlatFee,0.0,Commercial,
980,NoCharger,1000000,FlatFee,0.0,Commercial,
981,NoCharger,1000000,FlatFee,0.0,Commercial,
982,NoCharger,1000000,FlatFee,0.0,Commercial,
983,NoCharger,1000000,FlatFee,0.0,Commercial,
984,NoCharger,1000000,FlatFee,0.0,Commercial,
985,NoCharger,1000000,FlatFee,0.0,Commercial,
986,NoCharger,1000000,FlatFee,0.0,Commercial,
987,NoCharger,1000000,FlatFee,0.0,Commercial,
988,NoCharger,1000000,FlatFee,0.0,Commercial,
989,NoCharger,1000000,FlatFee,0.0,Commercial,
990,NoCharger,1000000,FlatFee,0.0,Commercial,
991,NoCharger,1000000,FlatFee,0.0,Commercial,
992,NoCharger,1000000,FlatFee,0.0,Commercial,
993,NoCharger,1000000,FlatFee,0.0,Commercial,
994,NoCharger,1000000,FlatFee,0.0,Commercial,
995,NoCharger,1000000,FlatFee,0.0,Commercial,
