taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,timeRestrictions,reservedFor
753,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
754,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
755,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
756,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
757,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
758,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
759,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
760,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
761,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
762,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
763,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
764,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
765,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
766,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
767,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
768,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
769,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
770,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
771,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
772,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
773,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
774,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
775,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
776,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
777,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
778,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
779,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
780,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
781,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
782,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
783,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
784,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
785,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
786,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
787,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
788,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
789,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
790,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
791,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
792,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
793,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
794,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
795,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
796,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
797,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
798,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
799,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
800,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
801,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
802,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
803,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
804,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
805,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
806,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
807,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
808,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
809,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
810,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
811,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
812,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
813,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
814,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
815,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
816,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
817,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
818,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
819,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
820,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
821,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
822,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
823,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
824,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
825,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
826,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
827,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
828,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
829,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
830,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
831,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
832,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
833,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
834,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
835,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
836,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
837,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
838,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
839,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
840,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
841,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
842,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
843,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
844,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
845,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
846,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
847,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
848,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
849,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
850,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
851,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
852,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
853,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
854,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
855,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
856,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
857,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
858,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
859,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
860,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
861,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
862,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
863,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
864,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
865,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
866,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
867,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
868,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
869,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
870,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
871,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
872,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
873,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
874,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
875,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
876,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
877,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
878,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
879,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
880,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
881,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
882,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
883,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
884,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
885,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
886,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
887,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
888,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
889,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
890,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
891,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
892,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
893,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
894,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
895,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
896,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
897,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
898,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
899,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
900,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
901,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
902,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
903,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
904,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
905,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
906,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
907,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
908,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
909,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
910,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
911,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
912,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
913,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
914,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
915,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
916,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
917,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
918,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
919,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
920,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
921,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
922,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
923,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
924,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
925,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
926,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
927,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
928,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
929,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
930,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
931,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
932,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
933,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
934,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
935,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
936,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
937,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
938,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
939,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
940,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
941,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
942,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
943,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
944,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
945,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
946,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
947,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
948,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
949,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
950,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
951,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
952,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
953,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
954,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
955,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
956,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
957,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
958,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
959,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
960,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
961,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
962,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
963,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
964,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
965,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
966,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
967,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
968,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
969,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
970,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
971,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
972,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
973,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
974,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
975,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
976,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
977,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
978,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
979,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
980,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
981,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
982,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
983,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
984,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
985,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
986,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
987,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
988,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
989,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
990,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
991,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
992,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
993,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
994,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
995,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
996,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
997,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
998,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
999,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1000,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1001,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1002,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1003,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1004,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1005,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1006,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1007,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1008,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1009,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1010,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1011,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1012,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1013,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1014,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1015,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1016,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1017,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1018,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1019,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1020,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1021,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1022,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1023,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1024,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1025,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1026,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1027,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1028,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1029,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1030,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1031,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1032,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1033,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1034,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1035,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1036,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1037,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1038,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1039,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1040,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1041,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1042,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1043,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1044,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1045,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1046,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1047,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1048,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1049,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1050,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1051,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1052,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1053,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1054,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1055,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1056,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1057,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1058,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1059,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1060,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1061,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1062,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1063,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1064,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1065,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1066,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1067,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1068,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1069,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1070,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1071,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1072,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1073,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1074,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1075,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1076,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1077,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1078,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1079,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1080,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1081,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1082,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1083,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1084,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1085,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1086,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1087,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1088,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1089,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
1090,NoCharger,1000000000,FlatFee,0.0,Commercial,Freight|06:00-18:00,
