taz,parkingType,chargingPointType,numStalls,pricingModel,feeInCents,reservedFor
257,Public,None,2147483647,flatFee,0,
257,Public,Level2,2147483647,flatFee,0,
257,Residential,None,2147483647,flatFee,0,
257,Residential,Level2,2147483647,flatFee,0,
258,Workplace,None,2147483647,flatFee,0,
258,Workplace,Level2,2147483647,flatFee,0,
258,Public,None,2147483647,flatFee,0,
258,Public,Level2,2147483647,flatFee,0,
258,Residential,None,2147483647,flatFee,0,
258,Residential,Level2,2147483647,flatFee,0,
259,Workplace,None,2147483647,flatFee,0,
259,Workplace,Level2,2147483647,flatFee,0,
259,Public,None,2147483647,flatFee,0,
259,Public,Level2,2147483647,flatFee,0,
259,Residential,None,2147483647,flatFee,0,
259,Residential,Level2,2147483647,flatFee,0,
260,Workplace,None,2147483647,flatFee,0,
260,Workplace,Level2,2147483647,flatFee,0,
260,Public,None,2147483647,flatFee,0,
260,Public,Level2,2147483647,flatFee,0,
260,Residential,None,2147483647,flatFee,0,
260,Residential,Level2,2147483647,flatFee,0,
261,Workplace,None,2147483647,flatFee,0,
261,Workplace,Level2,2147483647,flatFee,0,
261,Public,None,2147483647,flatFee,0,
261,Public,Level2,2147483647,flatFee,0,
261,Residential,None,2147483647,flatFee,0,
261,Residential,Level2,2147483647,flatFee,0,
262,Workplace,None,2147483647,flatFee,0,
262,Workplace,Level2,2147483647,flatFee,0,
262,Public,None,2147483647,flatFee,0,
262,Public,Level2,2147483647,flatFee,0,
262,Residential,None,2147483647,flatFee,0,
262,Residential,Level2,2147483647,flatFee,0,
263,Workplace,None,2147483647,flatFee,0,
263,Workplace,Level2,2147483647,flatFee,0,
263,Public,None,2147483647,flatFee,0,
263,Public,Level2,2147483647,flatFee,0,
263,Residential,None,2147483647,flatFee,0,
263,Residential,Level2,2147483647,flatFee,0,
264,Workplace,None,2147483647,flatFee,0,
264,Workplace,Level2,2147483647,flatFee,0,
264,Public,None,2147483647,flatFee,0,
264,Public,Level2,2147483647,flatFee,0,
264,Residential,None,2147483647,flatFee,0,
264,Residential,Level2,2147483647,flatFee,0,
265,Workplace,None,2147483647,flatFee,0,
265,Workplace,Level2,2147483647,flatFee,0,
265,Public,None,2147483647,flatFee,0,
265,Public,Level2,2147483647,flatFee,0,
265,Residential,None,2147483647,flatFee,0,
265,Residential,Level2,2147483647,flatFee,0,
266,Workplace,None,2147483647,flatFee,0,
266,Workplace,Level2,2147483647,flatFee,0,
266,Public,None,2147483647,flatFee,0,
266,Public,Level2,2147483647,flatFee,0,
266,Residential,None,2147483647,flatFee,0,
266,Residential,Level2,2147483647,flatFee,0,
267,Workplace,None,2147483647,flatFee,0,
267,Workplace,Level2,2147483647,flatFee,0,
267,Public,None,2147483647,flatFee,0,
267,Public,Level2,2147483647,flatFee,0,
267,Residential,None,2147483647,flatFee,0,
267,Residential,Level2,2147483647,flatFee,0,
268,Workplace,None,2147483647,flatFee,0,
268,Workplace,Level2,2147483647,flatFee,0,
268,Public,None,2147483647,flatFee,0,
268,Public,Level2,2147483647,flatFee,0,
268,Residential,None,2147483647,flatFee,0,
268,Residential,Level2,2147483647,flatFee,0,
269,Workplace,None,2147483647,flatFee,0,
269,Workplace,Level2,2147483647,flatFee,0,
269,Public,None,2147483647,flatFee,0,
269,Public,Level2,2147483647,flatFee,0,
269,Residential,None,2147483647,flatFee,0,
269,Residential,Level2,2147483647,flatFee,0,
270,Workplace,None,2147483647,flatFee,0,
270,Workplace,Level2,2147483647,flatFee,0,
270,Public,None,2147483647,flatFee,0,
270,Public,Level2,2147483647,flatFee,0,
270,Residential,None,2147483647,flatFee,0,
270,Residential,Level2,2147483647,flatFee,0,
271,Workplace,None,2147483647,flatFee,0,
271,Workplace,Level2,2147483647,flatFee,0,
271,Public,None,2147483647,flatFee,0,
271,Public,Level2,2147483647,flatFee,0,
271,Residential,None,2147483647,flatFee,0,
271,Residential,Level2,2147483647,flatFee,0,
272,Workplace,None,2147483647,flatFee,0,
272,Workplace,Level2,2147483647,flatFee,0,
272,Public,None,2147483647,flatFee,0,
272,Public,Level2,2147483647,flatFee,0,
272,Residential,None,2147483647,flatFee,0,
272,Residential,Level2,2147483647,flatFee,0,
273,Workplace,None,2147483647,flatFee,0,
273,Workplace,Level2,2147483647,flatFee,0,
273,Public,None,2147483647,flatFee,0,
273,Public,Level2,2147483647,flatFee,0,
273,Residential,None,2147483647,flatFee,0,
273,Residential,Level2,2147483647,flatFee,0,
274,Workplace,None,2147483647,flatFee,0,
274,Workplace,Level2,2147483647,flatFee,0,
274,Public,None,2147483647,flatFee,0,
274,Public,Level2,2147483647,flatFee,0,
274,Residential,None,2147483647,flatFee,0,
274,Residential,Level2,2147483647,flatFee,0,
275,Workplace,None,2147483647,flatFee,0,
275,Workplace,Level2,2147483647,flatFee,0,
275,Public,None,2147483647,flatFee,0,
275,Public,Level2,2147483647,flatFee,0,
275,Residential,None,2147483647,flatFee,0,
275,Residential,Level2,2147483647,flatFee,0,
276,Workplace,None,2147483647,flatFee,0,
276,Workplace,Level2,2147483647,flatFee,0,
276,Public,None,2147483647,flatFee,0,
276,Public,Level2,2147483647,flatFee,0,
276,Residential,None,2147483647,flatFee,0,
276,Residential,Level2,2147483647,flatFee,0,
277,Workplace,None,2147483647,flatFee,0,
277,Workplace,Level2,2147483647,flatFee,0,
277,Public,None,2147483647,flatFee,0,
277,Public,Level2,2147483647,flatFee,0,
277,Residential,None,2147483647,flatFee,0,
277,Residential,Level2,2147483647,flatFee,0,
278,Workplace,None,2147483647,flatFee,0,
278,Workplace,Level2,2147483647,flatFee,0,
278,Public,None,2147483647,flatFee,0,
278,Public,Level2,2147483647,flatFee,0,
278,Residential,None,2147483647,flatFee,0,
278,Residential,Level2,2147483647,flatFee,0,
279,Workplace,None,2147483647,flatFee,0,
279,Workplace,Level2,2147483647,flatFee,0,
279,Public,None,2147483647,flatFee,0,
279,Public,Level2,2147483647,flatFee,0,
279,Residential,None,2147483647,flatFee,0,
279,Residential,Level2,2147483647,flatFee,0,
280,Workplace,None,2147483647,flatFee,0,
280,Workplace,Level2,2147483647,flatFee,0,
280,Public,None,2147483647,flatFee,0,
280,Public,Level2,2147483647,flatFee,0,
280,Residential,None,2147483647,flatFee,0,
280,Residential,Level2,2147483647,flatFee,0,
281,Workplace,None,2147483647,flatFee,0,
281,Workplace,Level2,2147483647,flatFee,0,
281,Public,None,2147483647,flatFee,0,
281,Public,Level2,2147483647,flatFee,0,
281,Residential,None,2147483647,flatFee,0,
281,Residential,Level2,2147483647,flatFee,0,
282,Workplace,None,2147483647,flatFee,0,
282,Workplace,Level2,2147483647,flatFee,0,
282,Public,None,2147483647,flatFee,0,
282,Public,Level2,2147483647,flatFee,0,
282,Residential,None,2147483647,flatFee,0,
282,Residential,Level2,2147483647,flatFee,0,
283,Workplace,None,2147483647,flatFee,0,
283,Workplace,Level2,2147483647,flatFee,0,
283,Public,None,2147483647,flatFee,0,
283,Public,Level2,2147483647,flatFee,0,
283,Residential,None,2147483647,flatFee,0,
283,Residential,Level2,2147483647,flatFee,0,
284,Workplace,None,2147483647,flatFee,0,
284,Workplace,Level2,2147483647,flatFee,0,
284,Public,None,2147483647,flatFee,0,
284,Public,Level2,2147483647,flatFee,0,
284,Residential,None,2147483647,flatFee,0,
284,Residential,Level2,2147483647,flatFee,0,
285,Workplace,None,2147483647,flatFee,0,
285,Workplace,Level2,2147483647,flatFee,0,
285,Public,None,2147483647,flatFee,0,
285,Public,Level2,2147483647,flatFee,0,
285,Residential,None,2147483647,flatFee,0,
285,Residential,Level2,2147483647,flatFee,0,
286,Workplace,None,2147483647,flatFee,0,
286,Workplace,Level2,2147483647,flatFee,0,
286,Public,None,2147483647,flatFee,0,
286,Public,Level2,2147483647,flatFee,0,
286,Residential,None,2147483647,flatFee,0,
286,Residential,Level2,2147483647,flatFee,0,
287,Workplace,None,2147483647,flatFee,0,
287,Workplace,Level2,2147483647,flatFee,0,
287,Public,None,2147483647,flatFee,0,
287,Public,Level2,2147483647,flatFee,0,
287,Residential,None,2147483647,flatFee,0,
287,Residential,Level2,2147483647,flatFee,0,
288,Workplace,None,2147483647,flatFee,0,
288,Workplace,Level2,2147483647,flatFee,0,
288,Public,None,2147483647,flatFee,0,
288,Public,Level2,2147483647,flatFee,0,
288,Residential,None,2147483647,flatFee,0,
288,Residential,Level2,2147483647,flatFee,0,
289,Workplace,None,2147483647,flatFee,0,
289,Workplace,Level2,2147483647,flatFee,0,
289,Public,None,2147483647,flatFee,0,
289,Public,Level2,2147483647,flatFee,0,
289,Residential,None,2147483647,flatFee,0,
289,Residential,Level2,2147483647,flatFee,0,
290,Workplace,None,2147483647,flatFee,0,
290,Workplace,Level2,2147483647,flatFee,0,
290,Public,None,2147483647,flatFee,0,
290,Public,Level2,2147483647,flatFee,0,
290,Residential,None,2147483647,flatFee,0,
290,Residential,Level2,2147483647,flatFee,0,
291,Workplace,None,2147483647,flatFee,0,
291,Workplace,Level2,2147483647,flatFee,0,
291,Public,None,2147483647,flatFee,0,
291,Public,Level2,2147483647,flatFee,0,
291,Residential,None,2147483647,flatFee,0,
291,Residential,Level2,2147483647,flatFee,0,
292,Workplace,None,2147483647,flatFee,0,
292,Workplace,Level2,2147483647,flatFee,0,
292,Public,None,2147483647,flatFee,0,
292,Public,Level2,2147483647,flatFee,0,
292,Residential,None,2147483647,flatFee,0,
292,Residential,Level2,2147483647,flatFee,0,
293,Workplace,None,2147483647,flatFee,0,
293,Workplace,Level2,2147483647,flatFee,0,
293,Public,None,2147483647,flatFee,0,
293,Public,Level2,2147483647,flatFee,0,
293,Residential,None,2147483647,flatFee,0,
293,Residential,Level2,2147483647,flatFee,0,
294,Workplace,None,2147483647,flatFee,0,
294,Workplace,Level2,2147483647,flatFee,0,
294,Public,None,2147483647,flatFee,0,
294,Public,Level2,2147483647,flatFee,0,
294,Residential,None,2147483647,flatFee,0,
294,Residential,Level2,2147483647,flatFee,0,
295,Workplace,None,2147483647,flatFee,0,
295,Workplace,Level2,2147483647,flatFee,0,
295,Public,None,2147483647,flatFee,0,
295,Public,Level2,2147483647,flatFee,0,
295,Residential,None,2147483647,flatFee,0,
295,Residential,Level2,2147483647,flatFee,0,
296,Workplace,None,2147483647,flatFee,0,
296,Workplace,Level2,2147483647,flatFee,0,
296,Public,None,2147483647,flatFee,0,
296,Public,Level2,2147483647,flatFee,0,
296,Residential,None,2147483647,flatFee,0,
296,Residential,Level2,2147483647,flatFee,0,
297,Workplace,None,2147483647,flatFee,0,
297,Workplace,Level2,2147483647,flatFee,0,
297,Public,None,2147483647,flatFee,0,
297,Public,Level2,2147483647,flatFee,0,
297,Residential,None,2147483647,flatFee,0,
297,Residential,Level2,2147483647,flatFee,0,
298,Workplace,None,2147483647,flatFee,0,
298,Workplace,Level2,2147483647,flatFee,0,
298,Public,None,2147483647,flatFee,0,
298,Public,Level2,2147483647,flatFee,0,
298,Residential,None,2147483647,flatFee,0,
298,Residential,Level2,2147483647,flatFee,0,
299,Workplace,None,2147483647,flatFee,0,
299,Workplace,Level2,2147483647,flatFee,0,
299,Public,None,2147483647,flatFee,0,
299,Public,Level2,2147483647,flatFee,0,
299,Residential,None,2147483647,flatFee,0,
299,Residential,Level2,2147483647,flatFee,0,
300,Workplace,None,2147483647,flatFee,0,
300,Workplace,Level2,2147483647,flatFee,0,
300,Public,None,2147483647,flatFee,0,
300,Public,Level2,2147483647,flatFee,0,
300,Residential,None,2147483647,flatFee,0,
300,Residential,Level2,2147483647,flatFee,0,
301,Workplace,None,2147483647,flatFee,0,
301,Workplace,Level2,2147483647,flatFee,0,
301,Public,None,2147483647,flatFee,0,
301,Public,Level2,2147483647,flatFee,0,
301,Residential,None,2147483647,flatFee,0,
301,Residential,Level2,2147483647,flatFee,0,
302,Workplace,None,2147483647,flatFee,0,
302,Workplace,Level2,2147483647,flatFee,0,
302,Public,None,2147483647,flatFee,0,
302,Public,Level2,2147483647,flatFee,0,
302,Residential,None,2147483647,flatFee,0,
302,Residential,Level2,2147483647,flatFee,0,
303,Workplace,None,2147483647,flatFee,0,
303,Workplace,Level2,2147483647,flatFee,0,
303,Public,None,2147483647,flatFee,0,
303,Public,Level2,2147483647,flatFee,0,
303,Residential,None,2147483647,flatFee,0,
303,Residential,Level2,2147483647,flatFee,0,
304,Workplace,None,2147483647,flatFee,0,
304,Workplace,Level2,2147483647,flatFee,0,
304,Public,None,2147483647,flatFee,0,
304,Public,Level2,2147483647,flatFee,0,
304,Residential,None,2147483647,flatFee,0,
304,Residential,Level2,2147483647,flatFee,0,
305,Workplace,None,2147483647,flatFee,0,
305,Workplace,Level2,2147483647,flatFee,0,
305,Public,None,2147483647,flatFee,0,
305,Public,Level2,2147483647,flatFee,0,
305,Residential,None,2147483647,flatFee,0,
305,Residential,Level2,2147483647,flatFee,0,
306,Workplace,None,2147483647,flatFee,0,
306,Workplace,Level2,2147483647,flatFee,0,
306,Public,None,2147483647,flatFee,0,
306,Public,Level2,2147483647,flatFee,0,
306,Residential,None,2147483647,flatFee,0,
306,Residential,Level2,2147483647,flatFee,0,
307,Workplace,None,2147483647,flatFee,0,
307,Workplace,Level2,2147483647,flatFee,0,
307,Public,None,2147483647,flatFee,0,
307,Public,Level2,2147483647,flatFee,0,
307,Residential,None,2147483647,flatFee,0,
307,Residential,Level2,2147483647,flatFee,0,
308,Workplace,None,2147483647,flatFee,0,
308,Workplace,Level2,2147483647,flatFee,0,
308,Public,None,2147483647,flatFee,0,
308,Public,Level2,2147483647,flatFee,0,
308,Residential,None,2147483647,flatFee,0,
308,Residential,Level2,2147483647,flatFee,0,
309,Workplace,None,2147483647,flatFee,0,
309,Workplace,Level2,2147483647,flatFee,0,
309,Public,None,2147483647,flatFee,0,
309,Public,Level2,2147483647,flatFee,0,
309,Residential,None,2147483647,flatFee,0,
309,Residential,Level2,2147483647,flatFee,0,
310,Workplace,None,2147483647,flatFee,0,
310,Workplace,Level2,2147483647,flatFee,0,
310,Public,None,2147483647,flatFee,0,
310,Public,Level2,2147483647,flatFee,0,
310,Residential,None,2147483647,flatFee,0,
310,Residential,Level2,2147483647,flatFee,0,
311,Workplace,None,2147483647,flatFee,0,
311,Workplace,Level2,2147483647,flatFee,0,
311,Public,None,2147483647,flatFee,0,
311,Public,Level2,2147483647,flatFee,0,
311,Residential,None,2147483647,flatFee,0,
311,Residential,Level2,2147483647,flatFee,0,
312,Workplace,None,2147483647,flatFee,0,
312,Workplace,Level2,2147483647,flatFee,0,
312,Public,None,2147483647,flatFee,0,
312,Public,Level2,2147483647,flatFee,0,
312,Residential,None,2147483647,flatFee,0,
312,Residential,Level2,2147483647,flatFee,0,
313,Workplace,None,2147483647,flatFee,0,
313,Workplace,Level2,2147483647,flatFee,0,
313,Public,None,2147483647,flatFee,0,
313,Public,Level2,2147483647,flatFee,0,
313,Residential,None,2147483647,flatFee,0,
313,Residential,Level2,2147483647,flatFee,0,
314,Workplace,None,2147483647,flatFee,0,
314,Workplace,Level2,2147483647,flatFee,0,
314,Public,None,2147483647,flatFee,0,
314,Public,Level2,2147483647,flatFee,0,
314,Residential,None,2147483647,flatFee,0,
314,Residential,Level2,2147483647,flatFee,0,
315,Workplace,None,2147483647,flatFee,0,
315,Workplace,Level2,2147483647,flatFee,0,
315,Public,None,2147483647,flatFee,0,
315,Public,Level2,2147483647,flatFee,0,
315,Residential,None,2147483647,flatFee,0,
315,Residential,Level2,2147483647,flatFee,0,
316,Workplace,None,2147483647,flatFee,0,
316,Workplace,Level2,2147483647,flatFee,0,
316,Public,None,2147483647,flatFee,0,
316,Public,Level2,2147483647,flatFee,0,
316,Residential,None,2147483647,flatFee,0,
316,Residential,Level2,2147483647,flatFee,0,
317,Workplace,None,2147483647,flatFee,0,
317,Workplace,Level2,2147483647,flatFee,0,
317,Public,None,2147483647,flatFee,0,
317,Public,Level2,2147483647,flatFee,0,
317,Residential,None,2147483647,flatFee,0,
317,Residential,Level2,2147483647,flatFee,0,
318,Workplace,None,2147483647,flatFee,0,
318,Workplace,Level2,2147483647,flatFee,0,
318,Public,None,2147483647,flatFee,0,
318,Public,Level2,2147483647,flatFee,0,
318,Residential,None,2147483647,flatFee,0,
318,Residential,Level2,2147483647,flatFee,0,
319,Workplace,None,2147483647,flatFee,0,
319,Workplace,Level2,2147483647,flatFee,0,
319,Public,None,2147483647,flatFee,0,
319,Public,Level2,2147483647,flatFee,0,
319,Residential,None,2147483647,flatFee,0,
319,Residential,Level2,2147483647,flatFee,0,
320,Workplace,None,2147483647,flatFee,0,
320,Workplace,Level2,2147483647,flatFee,0,
320,Public,None,2147483647,flatFee,0,
320,Public,Level2,2147483647,flatFee,0,
320,Residential,None,2147483647,flatFee,0,
320,Residential,Level2,2147483647,flatFee,0,
321,Workplace,None,2147483647,flatFee,0,
321,Workplace,Level2,2147483647,flatFee,0,
321,Public,None,2147483647,flatFee,0,
321,Public,Level2,2147483647,flatFee,0,
321,Residential,None,2147483647,flatFee,0,
321,Residential,Level2,2147483647,flatFee,0,
322,Workplace,None,2147483647,flatFee,0,
322,Workplace,Level2,2147483647,flatFee,0,
322,Public,None,2147483647,flatFee,0,
322,Public,Level2,2147483647,flatFee,0,
322,Residential,None,2147483647,flatFee,0,
322,Residential,Level2,2147483647,flatFee,0,
323,Workplace,None,2147483647,flatFee,0,
323,Workplace,Level2,2147483647,flatFee,0,
323,Public,None,2147483647,flatFee,0,
323,Public,Level2,2147483647,flatFee,0,
323,Residential,None,2147483647,flatFee,0,
323,Residential,Level2,2147483647,flatFee,0,
324,Workplace,None,2147483647,flatFee,0,
324,Workplace,Level2,2147483647,flatFee,0,
324,Public,None,2147483647,flatFee,0,
324,Public,Level2,2147483647,flatFee,0,
324,Residential,None,2147483647,flatFee,0,
324,Residential,Level2,2147483647,flatFee,0,
325,Workplace,None,2147483647,flatFee,0,
325,Workplace,Level2,2147483647,flatFee,0,
325,Public,None,2147483647,flatFee,0,
325,Public,Level2,2147483647,flatFee,0,
325,Residential,None,2147483647,flatFee,0,
325,Residential,Level2,2147483647,flatFee,0,
326,Workplace,None,2147483647,flatFee,0,
326,Workplace,Level2,2147483647,flatFee,0,
326,Public,None,2147483647,flatFee,0,
326,Public,Level2,2147483647,flatFee,0,
326,Residential,None,2147483647,flatFee,0,
326,Residential,Level2,2147483647,flatFee,0,
327,Workplace,None,2147483647,flatFee,0,
327,Workplace,Level2,2147483647,flatFee,0,
327,Public,None,2147483647,flatFee,0,
327,Public,Level2,2147483647,flatFee,0,
327,Residential,None,2147483647,flatFee,0,
327,Residential,Level2,2147483647,flatFee,0,
328,Workplace,None,2147483647,flatFee,0,
328,Workplace,Level2,2147483647,flatFee,0,
328,Public,None,2147483647,flatFee,0,
328,Public,Level2,2147483647,flatFee,0,
328,Residential,None,2147483647,flatFee,0,
328,Residential,Level2,2147483647,flatFee,0,
329,Workplace,None,2147483647,flatFee,0,
329,Workplace,Level2,2147483647,flatFee,0,
329,Public,None,2147483647,flatFee,0,
329,Public,Level2,2147483647,flatFee,0,
329,Residential,None,2147483647,flatFee,0,
329,Residential,Level2,2147483647,flatFee,0,
330,Workplace,None,2147483647,flatFee,0,
330,Workplace,Level2,2147483647,flatFee,0,
330,Public,None,2147483647,flatFee,0,
330,Public,Level2,2147483647,flatFee,0,
330,Residential,None,2147483647,flatFee,0,
330,Residential,Level2,2147483647,flatFee,0,
331,Workplace,None,2147483647,flatFee,0,
331,Workplace,Level2,2147483647,flatFee,0,
331,Public,None,2147483647,flatFee,0,
331,Public,Level2,2147483647,flatFee,0,
331,Residential,None,2147483647,flatFee,0,
331,Residential,Level2,2147483647,flatFee,0,
332,Workplace,None,2147483647,flatFee,0,
332,Workplace,Level2,2147483647,flatFee,0,
332,Public,None,2147483647,flatFee,0,
332,Public,Level2,2147483647,flatFee,0,
332,Residential,None,2147483647,flatFee,0,
332,Residential,Level2,2147483647,flatFee,0,
333,Workplace,None,2147483647,flatFee,0,
333,Workplace,Level2,2147483647,flatFee,0,
333,Public,None,2147483647,flatFee,0,
333,Public,Level2,2147483647,flatFee,0,
333,Residential,None,2147483647,flatFee,0,
333,Residential,Level2,2147483647,flatFee,0,
334,Workplace,None,2147483647,flatFee,0,
334,Workplace,Level2,2147483647,flatFee,0,
334,Public,None,2147483647,flatFee,0,
334,Public,Level2,2147483647,flatFee,0,
334,Residential,None,2147483647,flatFee,0,
334,Residential,Level2,2147483647,flatFee,0,
335,Workplace,None,2147483647,flatFee,0,
335,Workplace,Level2,2147483647,flatFee,0,
335,Public,None,2147483647,flatFee,0,
335,Public,Level2,2147483647,flatFee,0,
335,Residential,None,2147483647,flatFee,0,
335,Residential,Level2,2147483647,flatFee,0,
336,Workplace,None,2147483647,flatFee,0,
336,Workplace,Level2,2147483647,flatFee,0,
336,Public,None,2147483647,flatFee,0,
336,Public,Level2,2147483647,flatFee,0,
336,Residential,None,2147483647,flatFee,0,
336,Residential,Level2,2147483647,flatFee,0,
337,Workplace,None,2147483647,flatFee,0,
337,Workplace,Level2,2147483647,flatFee,0,
337,Public,None,2147483647,flatFee,0,
337,Public,Level2,2147483647,flatFee,0,
337,Residential,None,2147483647,flatFee,0,
337,Residential,Level2,2147483647,flatFee,0,
338,Workplace,None,2147483647,flatFee,0,
338,Workplace,Level2,2147483647,flatFee,0,
338,Public,None,2147483647,flatFee,0,
338,Public,Level2,2147483647,flatFee,0,
338,Residential,None,2147483647,flatFee,0,
338,Residential,Level2,2147483647,flatFee,0,
339,Workplace,None,2147483647,flatFee,0,
339,Workplace,Level2,2147483647,flatFee,0,
339,Public,None,2147483647,flatFee,0,
339,Public,Level2,2147483647,flatFee,0,
339,Residential,None,2147483647,flatFee,0,
339,Residential,Level2,2147483647,flatFee,0,
340,Workplace,None,2147483647,flatFee,0,
340,Workplace,Level2,2147483647,flatFee,0,
340,Public,None,2147483647,flatFee,0,
340,Public,Level2,2147483647,flatFee,0,
340,Residential,None,2147483647,flatFee,0,
340,Residential,Level2,2147483647,flatFee,0,
341,Workplace,None,2147483647,flatFee,0,
341,Workplace,Level2,2147483647,flatFee,0,
341,Public,None,2147483647,flatFee,0,
341,Public,Level2,2147483647,flatFee,0,
341,Residential,None,2147483647,flatFee,0,
341,Residential,Level2,2147483647,flatFee,0,
342,Workplace,None,2147483647,flatFee,0,
342,Workplace,Level2,2147483647,flatFee,0,
342,Public,None,2147483647,flatFee,0,
342,Public,Level2,2147483647,flatFee,0,
342,Residential,None,2147483647,flatFee,0,
342,Residential,Level2,2147483647,flatFee,0,
343,Workplace,None,2147483647,flatFee,0,
343,Workplace,Level2,2147483647,flatFee,0,
343,Public,None,2147483647,flatFee,0,
343,Public,Level2,2147483647,flatFee,0,
343,Residential,None,2147483647,flatFee,0,
343,Residential,Level2,2147483647,flatFee,0,
344,Workplace,None,2147483647,flatFee,0,
344,Workplace,Level2,2147483647,flatFee,0,
344,Public,None,2147483647,flatFee,0,
344,Public,Level2,2147483647,flatFee,0,
344,Residential,None,2147483647,flatFee,0,
344,Residential,Level2,2147483647,flatFee,0,
345,Workplace,None,2147483647,flatFee,0,
345,Workplace,Level2,2147483647,flatFee,0,
345,Public,None,2147483647,flatFee,0,
345,Public,Level2,2147483647,flatFee,0,
345,Residential,None,2147483647,flatFee,0,
345,Residential,Level2,2147483647,flatFee,0,
346,Workplace,None,2147483647,flatFee,0,
346,Workplace,Level2,2147483647,flatFee,0,
346,Public,None,2147483647,flatFee,0,
346,Public,Level2,2147483647,flatFee,0,
346,Residential,None,2147483647,flatFee,0,
346,Residential,Level2,2147483647,flatFee,0,
347,Workplace,None,2147483647,flatFee,0,
347,Workplace,Level2,2147483647,flatFee,0,
347,Public,None,2147483647,flatFee,0,
347,Public,Level2,2147483647,flatFee,0,
347,Residential,None,2147483647,flatFee,0,
347,Residential,Level2,2147483647,flatFee,0,
348,Workplace,None,2147483647,flatFee,0,
348,Workplace,Level2,2147483647,flatFee,0,
348,Public,None,2147483647,flatFee,0,
348,Public,Level2,2147483647,flatFee,0,
348,Residential,None,2147483647,flatFee,0,
348,Residential,Level2,2147483647,flatFee,0,
349,Workplace,None,2147483647,flatFee,0,
349,Workplace,Level2,2147483647,flatFee,0,
349,Public,None,2147483647,flatFee,0,
349,Public,Level2,2147483647,flatFee,0,
349,Residential,None,2147483647,flatFee,0,
349,Residential,Level2,2147483647,flatFee,0,
350,Workplace,None,2147483647,flatFee,0,
350,Workplace,Level2,2147483647,flatFee,0,
350,Public,None,2147483647,flatFee,0,
350,Public,Level2,2147483647,flatFee,0,
350,Residential,None,2147483647,flatFee,0,
350,Residential,Level2,2147483647,flatFee,0,
351,Workplace,None,2147483647,flatFee,0,
351,Workplace,Level2,2147483647,flatFee,0,
351,Public,None,2147483647,flatFee,0,
351,Public,Level2,2147483647,flatFee,0,
351,Residential,None,2147483647,flatFee,0,
351,Residential,Level2,2147483647,flatFee,0,
352,Workplace,None,2147483647,flatFee,0,
352,Workplace,Level2,2147483647,flatFee,0,
352,Public,None,2147483647,flatFee,0,
352,Public,Level2,2147483647,flatFee,0,
352,Residential,None,2147483647,flatFee,0,
352,Residential,Level2,2147483647,flatFee,0,
353,Workplace,None,2147483647,flatFee,0,
353,Workplace,Level2,2147483647,flatFee,0,
353,Public,None,2147483647,flatFee,0,
353,Public,Level2,2147483647,flatFee,0,
353,Residential,None,2147483647,flatFee,0,
353,Residential,Level2,2147483647,flatFee,0,
354,Workplace,None,2147483647,flatFee,0,
354,Workplace,Level2,2147483647,flatFee,0,
354,Public,None,2147483647,flatFee,0,
354,Public,Level2,2147483647,flatFee,0,
354,Residential,None,2147483647,flatFee,0,
354,Residential,Level2,2147483647,flatFee,0,
355,Workplace,None,2147483647,flatFee,0,
355,Workplace,Level2,2147483647,flatFee,0,
355,Public,None,2147483647,flatFee,0,
355,Public,Level2,2147483647,flatFee,0,
355,Residential,None,2147483647,flatFee,0,
355,Residential,Level2,2147483647,flatFee,0,
356,Workplace,None,2147483647,flatFee,0,
356,Workplace,Level2,2147483647,flatFee,0,
356,Public,None,2147483647,flatFee,0,
356,Public,Level2,2147483647,flatFee,0,
356,Residential,None,2147483647,flatFee,0,
356,Residential,Level2,2147483647,flatFee,0,
357,Workplace,None,2147483647,flatFee,0,
357,Workplace,Level2,2147483647,flatFee,0,
357,Public,None,2147483647,flatFee,0,
357,Public,Level2,2147483647,flatFee,0,
357,Residential,None,2147483647,flatFee,0,
357,Residential,Level2,2147483647,flatFee,0,
358,Workplace,None,2147483647,flatFee,0,
358,Workplace,Level2,2147483647,flatFee,0,
358,Public,None,2147483647,flatFee,0,
358,Public,Level2,2147483647,flatFee,0,
358,Residential,None,2147483647,flatFee,0,
358,Residential,Level2,2147483647,flatFee,0,
359,Workplace,None,2147483647,flatFee,0,
359,Workplace,Level2,2147483647,flatFee,0,
359,Public,None,2147483647,flatFee,0,
359,Public,Level2,2147483647,flatFee,0,
359,Residential,None,2147483647,flatFee,0,
359,Residential,Level2,2147483647,flatFee,0,
360,Workplace,None,2147483647,flatFee,0,
360,Workplace,Level2,2147483647,flatFee,0,
360,Public,None,2147483647,flatFee,0,
360,Public,Level2,2147483647,flatFee,0,
360,Residential,None,2147483647,flatFee,0,
360,Residential,Level2,2147483647,flatFee,0,
361,Workplace,None,2147483647,flatFee,0,
361,Workplace,Level2,2147483647,flatFee,0,
361,Public,None,2147483647,flatFee,0,
361,Public,Level2,2147483647,flatFee,0,
361,Residential,None,2147483647,flatFee,0,
361,Residential,Level2,2147483647,flatFee,0,
362,Workplace,None,2147483647,flatFee,0,
362,Workplace,Level2,2147483647,flatFee,0,
362,Public,None,2147483647,flatFee,0,
362,Public,Level2,2147483647,flatFee,0,
362,Residential,None,2147483647,flatFee,0,
362,Residential,Level2,2147483647,flatFee,0,
